model_source,model_eval,dataset,data_idx,cliff_position,taxonomy_type,cliff_token_id,cliff_token_str,source_rank,source_prob,source_logprob,eval_rank,eval_prob,eval_logprob,delta_rank,delta_prob
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1022_path_0,39,AG,469, E,4,0.08528530360918704,-2.4617531299591064,4,0.07271440141548971,-2.6212158203125,0,-0.01257090219369733
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1093_path_0,160,AG,33356, subtract,1,0.30283491954024366,-1.1945674419403076,2,0.21243064123525313,-1.5491397380828857,1,-0.09040427830499054
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1093_path_0,160,AG,1205, need,10,0.01708477299406979,-4.069567680358887,8,0.017437364736077474,-4.049139976501465,-2,0.0003525917420076838
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1093_path_0,160,AG,617, have,12,0.015077259248627533,-4.194567680358887,16,0.004995888641486919,-5.299139976501465,4,-0.010081370607140615
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,8323, payment,2,0.29473103471466955,-1.2216920852661133,16,0.00034583584978951584,-7.969546318054199,14,-0.29438519886488
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,2132, second,3,0.05803598178033104,-2.8466920852661133,21,0.0,-1000000000.0,18,-0.05803598178033104
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,29642, financing,4,0.05121657415959816,-2.9716920852661133,17,0.0003051990662419591,-8.0945463180542,13,-0.0509113750933562
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,47644, installment,7,0.011427962394485071,-4.471692085266113,21,0.0,-1000000000.0,14,-0.011427962394485071
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,14507, payments,12,0.005398187201136865,-5.221692085266113,21,0.0,-1000000000.0,9,-0.005398187201136865
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,24,SS,17452, finance,13,0.0032741660443578366,-5.721692085266113,21,0.0,-1000000000.0,8,-0.0032741660443578366
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,37,SS,578, The,2,0.3274885676004024,-1.1163021326065063,2,0.2647229998315356,-1.329071283340454,0,-0.06276556776886683
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,37,SS,23139, Cash,4,0.044320763336399435,-3.116302013397217,10,0.005494151891350781,-5.204071044921875,6,-0.038826611445048655
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,37,SS,65647, Identify,11,0.0008117630965425416,-7.116302013397217,21,0.0,-1000000000.0,10,-0.0008117630965425416
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1130_path_0,37,SS,8876, Since,19,8.037539264666787e-05,-9.428802490234375,21,0.0,-1000000000.0,2,-8.037539264666787e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,21157, Calculate,4,0.09773074202178318,-2.3255391120910645,3,0.1265964859927996,-2.0667505264282227,-1,0.02886574397101642
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,13381, Age,7,0.031728526534134265,-3.4505391120910645,1,0.26800476294986303,-1.3167505264282227,-6,0.23627623641572876
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,25122, Currently,11,0.008022227824370681,-4.8255391120910645,20,0.0003138013152129642,-8.066750526428223,9,-0.007708426509157717
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,65647, Identify,14,0.0020283368405674736,-6.2005391120910645,11,0.0033736820776626808,-5.691750526428223,-3,0.0013453452370952071
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,59656, Initially,17,0.0002745056717119284,-8.200538635253906,21,0.0,-1000000000.0,4,-0.0002745056717119284
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_114_path_0,50,SS,15166, Step,20,8.911894362513869e-05,-9.325538635253906,21,0.0,-1000000000.0,1,-8.911894362513869e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,304, in,1,0.6710458629295928,-0.3989177942276001,1,0.44881666854242597,-0.8011407852172852,0,-0.22222919438716682
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,505, from,5,0.020263831632482326,-3.8989176750183105,8,0.0016186856515945046,-6.426140785217285,3,-0.01864514598088782
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,315, of,6,0.013927114228230467,-4.2739176750183105,7,0.0034267575513162642,-5.676140785217285,1,-0.010500356676914202
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,627,".
",8,0.0021357921407158145,-6.1489176750183105,10,0.0011125052940736818,-6.801140785217285,2,-0.0010232868466421327
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,382,".

",10,0.0001365365584323374,-8.898918151855469,21,0.0,-1000000000.0,11,-0.0001365365584323374
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,311, to,13,8.728490157103984e-06,-11.648918151855469,12,0.000866419994195667,-7.051140785217285,-1,0.000857691504038563
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,323, and,14,4.123046806145087e-06,-12.398918151855469,9,0.0014284850737902779,-6.551140785217285,-5,0.0014243620269841328
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,720," 
",16,2.5007542993572456e-06,-12.898918151855469,18,0.00010347911167242249,-9.176140785217285,2,0.00010097835737306524
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,206,AG,198,"
",20,1.9475894066086056e-06,-13.148918151855469,21,0.0,-1000000000.0,1,-1.9475894066086056e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,489, +,1,0.7055713123390741,-0.3487474322319031,1,0.8168431195855473,-0.20230822265148163,0,0.11127180724647323
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,220, ,6,4.912403359062017e-06,-12.223747253417969,14,4.3854269897681745e-07,-14.639808654785156,8,-4.473860660085199e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,11014,pages,11,5.177635047802342e-07,-14.473747253417969,13,7.230346759133223e-07,-14.139808654785156,2,2.0527117113308804e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,99822,(pages,13,2.297561625043813e-07,-15.286247253417969,21,0.0,-1000000000.0,8,-2.297561625043813e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,22521, Pages,15,1.1552865374062598e-07,-15.973747253417969,10,1.1198580130176646e-06,-13.702308654785156,-5,1.0043293592770386e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,73447,-pages,17,7.940160510908679e-08,-16.34874725341797,21,0.0,-1000000000.0,4,-7.940160510908679e-08
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,213,AG,30178,/pages,19,5.457187191026983e-08,-16.72374725341797,21,0.0,-1000000000.0,2,-5.457187191026983e-08
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,4728,800,2,0.06745818603173317,-2.6962473392486572,3,0.006496560901754077,-5.036482334136963,1,-0.060961625129979095
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,1041,100,3,0.0010903597648893493,-6.821247577667236,2,0.13048691386591887,-2.036482334136963,-1,0.12939655410102952
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,7007,700,5,2.5642816069730187e-05,-10.571247100830078,21,0.0,-1000000000.0,16,-2.5642816069730187e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,16217,850,6,1.004187105674458e-05,-11.508747100830078,9,0.0007288939322528477,-7.223982334136963,3,0.0007188520611961032
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,16,1,7,5.049369869243598e-06,-12.196247100830078,12,0.0003443051140921204,-7.973982334136963,5,0.0003392557442228768
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,1049,200,8,2.3851534386489466e-06,-12.946247100830078,21,0.0,-1000000000.0,13,-2.3851534386489466e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,3101,300,9,2.2406442970813006e-06,-13.008747100830078,21,0.0,-1000000000.0,12,-2.2406442970813006e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,931,000,10,6.419553391712215e-07,-14.258747100830078,21,0.0,-1000000000.0,11,-6.419553391712215e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,5067,600,11,5.321996687443175e-07,-14.446247100830078,21,0.0,-1000000000.0,10,-5.321996687443175e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,5120,110,12,4.999553208434166e-07,-14.508747100830078,11,0.0003901488074164834,-7.848982334136963,-1,0.00038964885209563996
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,23,8,13,3.6577512650407633e-07,-14.821247100830078,21,0.0,-1000000000.0,8,-3.6577512650407633e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,19899,840,14,3.436139318901809e-07,-14.883747100830078,8,0.000996279881694555,-6.911482334136963,-6,0.0009959362677626647
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,15,0,15,3.0323823057799876e-07,-15.008747100830078,21,0.0,-1000000000.0,6,-3.0323823057799876e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,4364,120,15,3.0323823057799876e-07,-15.008747100830078,21,0.0,-1000000000.0,6,-3.0323823057799876e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,17,2,17,2.5139332289466326e-07,-15.196247100830078,21,0.0,-1000000000.0,4,-2.5139332289466326e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,3443,400,18,2.361621714313327e-07,-15.258747100830078,21,0.0,-1000000000.0,3,-2.361621714313327e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1161_path_0,227,SS,19232,810,19,2.2185382878498935e-07,-15.321247100830078,21,0.0,-1000000000.0,2,-2.2185382878498935e-07
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,17,AG,11294, calculate,1,0.9031924888964631,-0.10181958228349686,1,0.9452041069735828,-0.05635438859462738,0,0.04201161807711973
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,127,AG,696,")

",1,0.5295042904731331,-0.6358140110969543,2,0.29217928141183247,-1.2303876876831055,1,-0.2373250090613006
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,127,AG,705,"),",13,4.733651277047995e-06,-12.26081371307373,6,0.0013530585078403371,-6.6053876876831055,-7,0.0013483248565632892
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,127,AG,382,".

",19,1.2740449573747061e-06,-13.57331371307373,21,0.0,-1000000000.0,2,-1.2740449573747061e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,19867,379,2,0.3198234870941332,-1.1399860382080078,21,0.0,-1000000000.0,19,-0.3198234870941332
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,20963,439,3,0.00244188245736805,-6.014986038208008,21,0.0,-1000000000.0,18,-0.00244188245736805
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,220, ,4,0.0002573725174778122,-8.264986038208008,21,0.0,-1000000000.0,17,-0.0002573725174778122
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,19391,419,5,0.00017688937191794244,-8.639986038208008,21,0.0,-1000000000.0,16,-0.00017688937191794244
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,16371,429,6,0.000107288827445543,-9.139986038208008,21,0.0,-1000000000.0,15,-0.000107288827445543
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,11738,480,7,3.073876371265329e-05,-10.389986038208008,21,0.0,-1000000000.0,14,-3.073876371265329e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,22094,459,8,2.1126422742995585e-05,-10.764986038208008,21,0.0,-1000000000.0,13,-2.1126422742995585e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,21125,449,9,1.6453274575742497e-05,-11.014986038208008,21,0.0,-1000000000.0,12,-1.6453274575742497e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,18572,399,10,1.0623032484741645e-05,-11.452486038208008,21,0.0,-1000000000.0,11,-1.0623032484741645e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,12378,409,11,5.017965234473226e-06,-12.202486038208008,21,0.0,-1000000000.0,10,-5.017965234473226e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,13897,380,12,3.4487937069992754e-06,-12.577486038208008,21,0.0,-1000000000.0,9,-3.4487937069992754e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,18318,437,13,3.2398418593040304e-06,-12.639986038208008,21,0.0,-1000000000.0,8,-3.2398418593040304e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,22418,489,13,3.2398418593040304e-06,-12.639986038208008,21,0.0,-1000000000.0,8,-3.2398418593040304e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,20422,389,15,3.0435497640801054e-06,-12.702486038208008,21,0.0,-1000000000.0,6,-3.0435497640801054e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,24847,579,15,3.0435497640801054e-06,-12.702486038208008,21,0.0,-1000000000.0,6,-3.0435497640801054e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,12819,420,17,2.685923239662769e-06,-12.827486038208008,21,0.0,-1000000000.0,4,-2.685923239662769e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,21235,481,18,2.2267085748778694e-06,-13.014986038208008,21,0.0,-1000000000.0,3,-2.2267085748778694e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,14868,440,19,2.0917991223190494e-06,-13.077486038208008,21,0.0,-1000000000.0,2,-2.0917991223190494e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_1195_path_0,150,SS,3443,400,20,1.846006246275736e-06,-13.202486038208008,21,0.0,-1000000000.0,1,-1.846006246275736e-06
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,72,AG,4732, speed,1,0.25048672693188817,-1.3843493461608887,1,0.51564031184958,-0.662345826625824,0,0.26515358491769186
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,15535, Speed,2,0.09703134257235548,-2.33272123336792,2,0.28668860449511524,-1.2493586540222168,0,0.18965726192275978
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,4732, speed,3,0.016861519037089268,-4.08272123336792,3,0.19703800422103804,-1.6243586540222168,0,0.18017648518394877
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,10657, Second,4,0.011588741258321331,-4.45772123336792,10,0.0040893933135629,-5.499358654022217,6,-0.007499347944758431
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,578, The,8,0.006203006200666036,-5.08272123336792,10,0.0040893933135629,-5.499358654022217,2,-0.0021136128871031366
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,6914, Let,10,0.0048309060864754885,-5.33272123336792,14,0.0021888945067936845,-6.124358654022217,4,-0.002642011579681804
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,2009, Le,11,0.0037623134430915268,-5.58272123336792,18,0.0009124669849652079,-6.999358654022217,7,-0.0028498464581263186
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,1095, let,12,0.002585797692887955,-5.95772123336792,19,0.0008052492879425005,-7.124358654022217,7,-0.0017805484049454542
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,323, and,13,0.002281958454684013,-6.08272123336792,21,0.0,-1000000000.0,8,-0.002281958454684013
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,1364, she,15,0.0015683655805507368,-6.45772123336792,9,0.005250884953447666,-5.249358654022217,-6,0.0036825193728969295
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,1077, her,16,0.0012214443422751521,-6.70772123336792,5,0.012596218186289181,-4.374358654022217,-11,0.01137477384401403
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,3005, She,16,0.0012214443422751521,-6.70772123336792,13,0.003608876932669414,-5.624358654022217,-3,0.002387432590394262
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,6385, Her,19,0.0003725194773335347,-7.89522123336792,6,0.007639992526414247,-4.874358654022217,-13,0.007267473049080713
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,91,SS,320, (,20,0.00029011832231747795,-8.145221710205078,21,0.0,-1000000000.0,1,-0.00029011832231747795
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,611, /,2,0.29381012091062486,-1.2248215675354004,2,0.4041687097865232,-0.9059228897094727,0,0.11035858887589833
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,482, -,3,0.0007282824767338173,-7.2248215675354,16,2.5080425172055095e-05,-10.593422889709473,13,-0.0007032020515617621
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,14,/,4,0.0003898215188618913,-7.8498215675354,3,0.006532778753340451,-5.030922889709473,-1,0.00614295723447856
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,353, *,7,1.7127570366270815e-05,-10.974821090698242,5,9.318508421338875e-05,-9.280922889709473,-2,7.605751384711794e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,6138, distance,9,1.3338965213362298e-05,-11.224821090698242,21,0.0,-1000000000.0,12,-1.3338965213362298e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,443, //,14,5.223613831598765e-06,-12.162321090698242,6,8.223554818540025e-05,-9.405922889709473,-8,7.701193435380148e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_13_path_0,126,SS,489, +,17,3.168281943363636e-06,-12.662321090698242,20,1.8349231036502277e-05,-10.905922889709473,3,1.5180949093138641e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,2860, total,2,0.22012733834174245,-1.5135490894317627,3,0.16465422124082507,-1.8039076328277588,1,-0.055473117100917374
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,3392, amount,3,0.09176272684759311,-2.3885490894317627,4,0.0777771468817849,-2.553907632827759,1,-0.01398557996580821
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,5217, additional,4,0.049117048257240586,-3.0135490894317627,5,0.06863809121504229,-2.678907632827759,1,0.0195210429578017
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,6811, difference,6,0.005866193467252273,-5.138549327850342,6,0.0030157479767629588,-5.80390739440918,0,-0.002850445490489314
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,8199, budget,7,0.0051768975648121196,-5.263549327850342,7,0.002348666885848997,-6.05390739440918,0,-0.0028282306789631224
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,3300, money,8,0.004031771877356128,-5.513549327850342,7,0.002348666885848997,-6.05390739440918,-1,-0.0016831049915071307
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,5066, extra,10,0.0011551219827085446,-6.763549327850342,9,0.001829143609873077,-6.30390739440918,-1,0.0006740216271645325
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,7340, maximum,17,8.367679567252573e-05,-9.388548851013184,19,0.00024754766852261306,-8.30390739440918,2,0.00016387087285008733
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_142_path_0,335,SS,29287, deficit,19,7.384451299920803e-05,-9.513548851013184,21,0.0,-1000000000.0,2,-7.384451299920803e-05
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_224_path_0,115,SS,568, he,2,0.18692889275746255,-1.6770269870758057,1,0.7478133386880075,-0.2906018793582916,-1,0.5608844459305449
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_326_path_0,54,SS,12,-,2,0.21999800711714243,-1.514136791229248,1,0.4675939897182707,-0.7601549029350281,-1,0.24759598260112828
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_326_path_0,54,SS,41,J,3,0.19414755985566196,-1.639136791229248,4,0.03838244971479525,-3.260154962539673,1,-0.1557651101408667
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_326_path_0,54,SS,16,1,4,0.05562420719734803,-2.889136791229248,6,0.0013980809619913701,-6.572654724121094,2,-0.05422612623535666
Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,gsm1k,GSM1K_326_path_0,54,SS,720," 
",5,0.04332017612302072,-3.139136791229248,3,0.043493013519235485,-3.135154962539673,-2,0.00017283739621476446
