model_source,model_eval,dataset,data_idx,cliff_position,taxonomy_type,cliff_token_id,cliff_token_str,source_rank,source_prob,source_logprob,eval_rank,eval_prob,eval_logprob,delta_rank,delta_prob
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,32882, \$,6,8.3059941080441e-08,-16.30370330810547,5,1.5315974888616102e-06,-13.389199256896973,-1,1.4485375477811693e-06
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,59,\,7,7.330014073234817e-08,-16.42870330810547,18,2.0727917995957078e-07,-15.389199256896973,11,1.3397903922722262e-07
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,57960, $\,8,6.8859109710034e-08,-16.49120330810547,4,9.987270190018375e-06,-11.514199256896973,-4,9.91841108030834e-06
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,400, $,9,6.468714715531219e-08,-16.55370330810547,3,1.131705976617975e-05,-11.389199256896973,-6,1.1252372619024437e-05
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,715," 
",9,6.468714715531219e-08,-16.55370330810547,12,5.997821944422625e-07,-14.326699256896973,3,5.350950472869503e-07
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,90155," \\
",11,4.176516123965153e-08,-16.99120330810547,10,6.384648225413826e-07,-14.264199256896973,-1,5.96699661301731e-07
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,3745, box,14,1.2737654510532741e-08,-18.17870330810547,21,0.0,-1000000000.0,7,-1.2737654510532741e-08
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,284, =,16,9.31906711602844e-09,-18.49120330810547,15,2.500264169424094e-07,-15.201699256896973,-1,2.407073498263809e-07
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,4687, {},17,8.754453382032622e-09,-18.55370330810547,21,0.0,-1000000000.0,4,-8.754453382032622e-09
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,97155, \|,18,7.725777993465025e-09,-18.67870330810547,21,0.0,-1000000000.0,3,-7.725777993465025e-09
Qwen3-8B,Qwen3-0.6B,aime25,2_path_0,3757,AG,19788, (\,20,4.6859212231696866e-09,-19.17870330810547,21,0.0,-1000000000.0,1,-4.6859212231696866e-09
Qwen3-8B,Qwen3-0.6B,aime25,4_path_0,681,AG,14085,$$,1,0.6790254076834346,-0.38709673285484314,1,0.7974507769786785,-0.22633516788482666,0,0.11842536929524394
Qwen3-8B,Qwen3-0.6B,aime25,4_path_0,681,AG,3830,From,13,9.811786223642046e-08,-16.137096405029297,21,0.0,-1000000000.0,8,-9.811786223642046e-08
Qwen3-8B,Qwen3-0.6B,aime25,4_path_0,681,AG,2461,For,16,6.743535477298138e-08,-16.512096405029297,5,3.195009110964562e-05,-10.351335525512695,-11,3.188265575487264e-05
Qwen3-8B,Qwen3-0.6B,aime25,4_path_0,681,AG,12549,Since,18,5.25187071038959e-08,-16.762096405029297,13,8.078248122087624e-06,-11.726335525512695,-5,8.025729414983727e-06
Qwen3-8B,Qwen3-0.6B,aime25,4_path_0,681,AG,25046,"$
",18,5.25187071038959e-08,-16.762096405029297,21,0.0,-1000000000.0,3,-5.25187071038959e-08
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,46,DF,595, k,1,0.9999930859092101,-6.9141146923357155e-06,1,0.9993508502565154,-0.0006493605324067175,0,-0.0006422356526947226
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,46,DF,600, i,3,4.139906133687463e-08,-17.00000762939453,3,1.4729629917527396e-05,-11.125649452209473,0,1.4688230856190522e-05
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,46,DF,19953, ki,4,1.5229863549631703e-08,-18.00000762939453,6,8.30988856266238e-07,-14.000649452209473,2,8.157589927166063e-07
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,46,DF,13361, ik,5,7.194078143655561e-09,-18.75000762939453,5,1.2090816515107749e-06,-13.625649452209473,0,1.2018875733671193e-06
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,330,AG,595, k,1,0.44038238583549066,-0.820111870765686,1,0.9999364654825127,-6.353653589030728e-05,0,0.559554079647022
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,330,AG,320, (,5,0.0005156348223986291,-7.5701117515563965,5,9.421852777701191e-07,-13.8750638961792,0,-0.000514692637120859
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,330,AG,10293, (-,8,2.9090112202196777e-05,-10.445112228393555,7,5.043154377087956e-07,-14.5000638961792,-1,-2.8585796764487983e-05
Qwen3-8B,Qwen3-0.6B,aime25,8_path_0,330,AG,19953, ki,10,1.999332223539628e-05,-10.820112228393555,21,0.0,-1000000000.0,11,-1.999332223539628e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,594,'s,1,0.9046505126460354,-0.10020658373832703,1,0.9144411923610624,-0.08944211900234222,0,0.009790679715027006
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,748,’s,2,0.09534945969074979,-2.3502066135406494,2,0.08505628929271616,-2.464442014694214,0,-0.010293170398033624
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,70055, GPA,3,3.745197560930673e-08,-17.10020637512207,7,3.6637353406858426e-05,-10.214442253112793,4,3.6599901431249116e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,527,’,10,1.7343705545696875e-10,-22.47520637512207,21,0.0,-1000000000.0,11,-1.7343705545696875e-10
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,39829,`s,11,6.380392703993012e-11,-23.47520637512207,21,0.0,-1000000000.0,10,-6.380392703993012e-11
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,5461, average,13,1.828013115545757e-11,-24.72520637512207,21,0.0,-1000000000.0,8,-1.828013115545757e-11
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1010_path_0,253,AG,144803,ʼ,18,7.158602216867039e-12,-25.66270637512207,21,0.0,-1000000000.0,3,-7.158602216867039e-12
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,25,:,1,0.4869162203849081,-0.7196632027626038,2,0.06180548463962966,-2.7837631702423096,1,-0.42511073574527847
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,334,**,3,0.10864570070914091,-2.219663143157959,3,0.03748692137233361,-3.2837631702423096,0,-0.07115877933680731
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,284, =,4,0.02139360693037043,-3.844663143157959,3,0.03748692137233361,-3.2837631702423096,-1,0.01609331444196318
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,320, (,7,0.00044401014657003226,-7.719663143157959,7,0.0016470607687719561,-6.4087629318237305,0,0.0012030506222019239
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,56177,"**

",8,0.0003457954498403904,-7.969663143157959,21,0.0,-1000000000.0,13,-0.0003457954498403904
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,9044, becomes,11,2.8384605489461065e-05,-10.469663619995117,9,5.9994184116995584e-05,-9.72126293182373,-2,3.160957862753452e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,448, with,12,7.1767521790325234e-06,-11.844663619995117,21,0.0,-1000000000.0,9,-7.1767521790325234e-06
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,3070, **,15,4.352920233742676e-06,-12.344663619995117,14,2.0733435239234074e-05,-10.78376293182373,-1,1.6380515005491397e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_1116_path_0,236,AG,400, $,16,3.841438623475724e-06,-12.469663619995117,21,0.0,-1000000000.0,5,-3.841438623475724e-06
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,5655,-e,1,0.3190001897191235,-1.1425635814666748,1,0.3011278521479418,-1.2002203464508057,0,-0.017872337571181673
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,10187,-ex,2,0.24843759755318007,-1.3925635814666748,3,0.2345186070574273,-1.4502203464508057,1,-0.013918990495752764
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,18883,-an,7,0.02039299985327751,-3.892563581466675,12,0.004867279568989012,-5.325220108032227,5,-0.015525720284288499
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,15934,-check,9,0.012368976705533842,-4.392563819885254,12,0.004867279568989012,-5.325220108032227,3,-0.00750169713654483
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,57854,checking,15,0.001673958965790487,-6.392563819885254,19,0.0010860368697156986,-6.825220108032227,4,-0.0005879220960747884
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,40446,conc,18,0.00037351073211873133,-7.892563819885254,10,0.006249710676706846,-5.075220108032227,-8,0.005876199944588115
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_114_path_0,275,AG,34815,-ass,19,0.0002908904506596417,-8.142563819885254,21,0.0,-1000000000.0,2,-0.0002908904506596417
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,247,AG,6771, Let,1,0.5186905440860023,-0.6564478278160095,3,0.1373213072982224,-1.9854317903518677,2,-0.38136923678777995
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,247,AG,15277, Therefore,16,0.0016508782046480673,-6.406447887420654,17,0.0022195924719507066,-6.110431671142578,1,0.0005687142673026393
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,665,SS,16,1,2,0.2536234753272236,-1.3719044923782349,10,0.012071346869235127,-4.4169206619262695,8,-0.24155212845798849
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,665,SS,24063,same,3,0.1357548637096006,-1.9969044923782349,2,0.16663984311213495,-1.7919204235076904,-1,0.030884979402534346
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,665,SS,1782,the,6,0.0024864373575007826,-5.996904373168945,8,0.01367862803130686,-4.2919206619262695,2,0.011192190673806078
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,665,SS,18654,also,8,0.0008072280230446041,-7.121904373168945,21,0.0,-1000000000.0,13,-0.0008072280230446041
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_13_path_0,665,SS,1149,let,15,0.00023127470076224718,-8.371904373168945,11,0.00829650728379227,-4.7919206619262695,-4,0.008065232583030024
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,14374,###,1,0.9998078715506594,-0.00019214690837543458,1,0.9812028129166894,-0.01897609978914261,0,-0.018605058633969995
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,5338,First,5,2.1720214717528173e-10,-22.250192642211914,5,0.00010686157939037473,-9.143976211547852,0,0.00010686136218822755
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,83725,**(,5,2.1720214717528173e-10,-22.250192642211914,11,6.028717770481359e-06,-12.018976211547852,6,6.028500568334184e-06
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,1654,We,10,4.846434988380344e-11,-23.750192642211914,3,0.005834444544334434,-5.143976211547852,-7,0.005834444495870084
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,10061,Let,11,5.788241161739493e-12,-25.875192642211914,9,9.93967522324047e-06,-11.518976211547852,-2,9.939669434999309e-06
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_318_path_0,11,DF,2610,You,16,4.751277677961806e-13,-28.375192642211914,21,0.0,-1000000000.0,5,-4.751277677961806e-13
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,128,SS,3070, **,3,0.18571449549834362,-1.6835447549819946,1,0.45324232145528237,-0.7913283705711365,-2,0.26752782595693875
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,167,DF,4115, hours,1,1.0,0.0,1,0.9999985694905718,-1.4305104514278355e-06,0,-1.430509428246296e-06
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,167,DF,30382,hours,4,2.543665647376923e-13,-29.0,9,4.691155074157667e-08,-16.875001907348633,5,4.691129637501193e-08
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,167,DF,92536,小时,6,7.287724095819692e-14,-30.25,12,1.7257795071296986e-08,-17.875001907348633,6,1.7257722194056028e-08
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,167,DF,76005,-hours,12,2.3659776091347615e-14,-31.375,13,1.5229950695859287e-08,-18.000001907348633,1,1.5229927036083195e-08
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,167,DF,69597,(hours,14,1.8426252147235624e-14,-31.625,21,0.0,-1000000000.0,7,-1.8426252147235624e-14
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,220, ,2,0.42725964879397954,-0.8503633737564087,1,0.3610937604964537,-1.0186176300048828,-1,-0.06616588829752584
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,400, $,3,0.02410434282415748,-3.725363254547119,2,0.3186641251807441,-1.1436176300048828,-1,0.29455978235658664
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,1565, `,8,5.857552882769262e-07,-14.350363731384277,7,0.000100423167030911,-9.206117630004883,-1,9.983741174263407e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,256,  ,12,5.448378090128096e-08,-16.72536277770996,13,2.5390952961528078e-05,-10.581117630004883,1,2.5336469180626797e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,32882, \$,13,4.808176788647819e-08,-16.85036277770996,12,3.06273355238204e-05,-10.393617630004883,-1,3.057925375593392e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,3,$,14,3.304608357369252e-08,-17.22536277770996,21,0.0,-1000000000.0,7,-3.304608357369252e-08
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,284, =,16,2.9163066396335328e-08,-17.35036277770996,17,1.7450929748744134e-05,-10.956117630004883,1,1.7421766682347798e-05
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,26107, $$,16,2.9163066396335328e-08,-17.35036277770996,21,0.0,-1000000000.0,5,-2.9163066396335328e-08
Qwen3-8B,Qwen3-0.6B,gsm1k,GSM1K_859_path_0,225,SS,378,�,19,1.7688293900612595e-08,-17.85036277770996,21,0.0,-1000000000.0,2,-1.7688293900612595e-08
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,81,r,1,1.0,0.0,1,0.9999998807907247,-1.1920928244535389e-07,0,-1.1920927533992653e-07
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,87,x,5,8.095930175212601e-16,-34.75,2,6.82560337633487e-08,-16.5,-3,6.825603295375568e-08
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,85,v,6,6.305116760146989e-16,-35.0,21,0.0,-1000000000.0,15,-6.305116760146989e-16
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,89,z,8,4.910429870159115e-16,-35.25,3,4.139937718785167e-08,-17.0,-5,4.139937669680868e-08
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,66,c,9,4.3334391507742955e-16,-35.375,17,2.646573638909117e-09,-19.75,8,2.646573205565202e-09
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,74,k,10,2.6283637069436874e-16,-35.875,21,0.0,-1000000000.0,11,-2.6283637069436874e-16
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,69,f,12,2.3195228302435696e-16,-36.0,21,0.0,-1000000000.0,9,-2.3195228302435696e-16
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,634,rr,16,1.0956650033262367e-16,-36.75,21,0.0,-1000000000.0,5,-1.0956650033262367e-16
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/1547.json_path_0,232,DF,86,w,19,6.64554417291507e-17,-37.25,8,5.602796437537268e-09,-19.0,-11,5.602796371081826e-09
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,7,(,1,0.9999998807907247,-1.1920928244535389e-07,1,0.9986565305130358,-0.0013443727511912584,0,-0.0013433502776888373
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,4080,(-,3,3.331544542166412e-11,-24.125,4,1.2082413555278651e-06,-13.626344680786133,1,1.2082080400824435e-06
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,11520,(\,5,9.545034922840628e-12,-25.375,6,5.361538514442078e-07,-14.438844680786133,1,5.36144306409285e-07
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,59,\,6,2.413362771833214e-12,-26.75,3,1.4719393016790395e-05,-11.126344680786133,-3,1.4719390603427623e-05
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,1006,"(
",9,8.878265478459658e-13,-27.75,21,0.0,-1000000000.0,12,-8.878265478459658e-13
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2023.json_path_0,387,DF,7644,(X,16,6.431393941452e-14,-30.375,16,3.648572747957679e-08,-17.126344680786133,0,3.6485663165637374e-08
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2780.json_path_0,316,SS,17,2,2,0.3637301609529535,-1.011343002319336,1,0.8726283724141116,-0.1362455040216446,-1,0.5088982114611581
Qwen3-8B,Qwen3-0.6B,math500,test/algebra/2780.json_path_0,316,SS,378,�,9,2.7225868132676434e-05,-10.511343002319336,21,0.0,-1000000000.0,12,-2.7225868132676434e-05
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,532,"}
",1,0.9603122588792288,-0.04049677774310112,1,0.8363057979188063,-0.17876094579696655,0,-0.12400646096042245
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,92,},3,0.010668105042877744,-4.540496826171875,3,0.01735697206118478,-4.053761005401611,0,0.0066888670183070376
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,7810,}.,4,1.4154233007030554e-05,-11.165496826171875,8,0.00011695041357915986,-9.053760528564453,4,0.00010279618057212931
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,2137,"},",5,3.5787505524238063e-06,-12.540496826171875,4,0.00031790418406300023,-8.053760528564453,-1,0.0003143254335105764
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,630,"}

",8,9.537047181407798e-08,-16.165496826171875,9,1.9091630196432325e-05,-10.866260528564453,1,1.8996259724618246e-05
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,15170,}{,9,3.9756327498108806e-08,-17.040496826171875,10,1.4868576547091174e-05,-11.116260528564453,1,1.4828820219593065e-05
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,25547,}(,12,3.0962258987570363e-08,-17.290496826171875,7,0.00013252218023275056,-8.928760528564453,-5,0.000132491217973763
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,43341,"}'
",13,2.4113431545179446e-08,-17.540496826171875,21,0.0,-1000000000.0,8,-2.4113431545179446e-08
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,3417,}},18,1.1390378533752853e-08,-18.290496826171875,21,0.0,-1000000000.0,3,-1.1390378533752853e-08
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,16418,"'}
",19,1.0051973775302959e-08,-18.415496826171875,21,0.0,-1000000000.0,2,-1.0051973775302959e-08
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,143,AG,4472,}/,20,5.380433842404089e-09,-19.040496826171875,21,0.0,-1000000000.0,1,-5.380433842404089e-09
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,240,AG,702, has,1,0.9595846039692284,-0.04125479236245155,1,0.6929651688205191,-0.3667755424976349,0,-0.26661943514870934
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,315,SS,9547,each,2,0.2337873931294788,-1.453343152999878,1,0.24109694574393625,-1.4225561618804932,-1,0.007309552614457454
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,315,SS,453,op,9,0.010271898724907575,-4.578343391418457,8,0.017465008335372824,-4.047555923461914,-1,0.007193109610465249
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,315,SS,9974,note,11,0.007059765866455634,-4.953343391418457,21,0.0,-1000000000.0,10,-0.007059765866455634
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,315,SS,7605,faces,19,0.0017849883481507883,-6.328343391418457,15,0.005670058048512932,-5.172555923461914,-4,0.003885069700362144
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,359,DF,12,-,1,0.9999172755946042,-8.272782724816352e-05,1,0.9991164867659986,-0.0008839037618599832,0,-0.0008007888286055698
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,359,DF,785,The,17,3.3979891186205754e-09,-19.50008201599121,14,1.066760516912867e-06,-13.750884056091309,-3,1.0633625277942462e-06
Qwen3-8B,Qwen3-0.6B,math500,test/counting_and_probability/1003.json_path_0,359,DF,4416,So,18,2.998714872198817e-09,-19.62508201599121,21,0.0,-1000000000.0,3,-2.998714872198817e-09
