model_source,model_eval,dataset,data_idx,cliff_position,taxonomy_type,cliff_token_id,cliff_token_str,source_rank,source_prob,source_logprob,eval_rank,eval_prob,eval_logprob,delta_rank,delta_prob
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,20,5,7,1.3707198441913287e-06,-13.500174522399902,8,5.4927883509546835e-11,-23.625,1,-1.3706649163078192e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,22,7,9,4.450075794737676e-07,-14.625174522399902,14,7.433680672352188e-12,-25.625,5,-4.4500014579309524e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,16,1,10,2.2376386339582347e-07,-15.312674522399902,16,3.97896253583724e-12,-26.25,6,-2.2375988443328762e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,21,6,11,1.4447280866932556e-07,-15.750174522399902,16,3.97896253583724e-12,-26.25,5,-1.444688297067897e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,23,8,12,4.690340907008941e-08,-16.87517547607422,21,0.0,-1000000000.0,9,-4.690340907008941e-08
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,24,9,13,1.955224983476474e-08,-17.75017547607422,19,2.5690112979751028e-12,-26.6875,6,-1.9549680823466764e-08
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,715," 
",14,1.262388129416585e-08,-18.18767547607422,21,0.0,-1000000000.0,7,-1.262388129416585e-08
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,90155," \\
",15,8.150590355378812e-09,-18.62517547607422,21,0.0,-1000000000.0,6,-8.150590355378812e-09
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,624,".
",16,7.656771049484386e-09,-18.68767547607422,21,0.0,-1000000000.0,5,-7.656771049484386e-09
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,24884,^\,17,5.262416652467719e-09,-19.06267547607422,21,0.0,-1000000000.0,4,-5.262416652467719e-09
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,248,DF,19788, (\,19,4.943582945295338e-09,-19.12517547607422,21,0.0,-1000000000.0,2,-4.943582945295338e-09
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1010_path_0,289,AG,4416,So,1,0.440372621376874,-0.8201340436935425,3,0.029605286609581904,-3.5198023319244385,2,-0.4107673347672921
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1130_path_0,39,AG,11047, calculate,1,0.7556350059647999,-0.28019681572914124,1,0.5381117709343164,-0.6196889877319336,0,-0.21752323503048354
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,16639, ages,1,0.5870308595677324,-0.5326778888702393,2,3.535625324942473e-05,-10.250035285949707,1,-0.5869955033144829
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,5025, relationship,3,0.005755049414694556,-5.15767765045166,21,0.0,-1000000000.0,18,-0.005755049414694556
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,6672, difference,4,0.0023990615223591907,-6.03267765045166,21,0.0,-1000000000.0,17,-0.0023990615223591907
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,3070, **,5,0.0003246776706305403,-8.03267765045166,3,1.7257202582094774e-08,-17.875036239624023,-2,-0.0003246604134279582
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,323, and,6,0.00011944224003240877,-9.03267765045166,13,2.1297079897404565e-12,-26.875036239624023,7,-0.00011944223790270078
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,1635, years,6,0.00011944224003240877,-9.03267765045166,21,0.0,-1000000000.0,15,-0.00011944224003240877
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,8674, relative,6,0.00011944224003240877,-9.03267765045166,21,0.0,-1000000000.0,15,-0.00011944224003240877
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,11799, differences,9,9.302171006904266e-05,-9.28267765045166,21,0.0,-1000000000.0,12,-9.302171006904266e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,48993, Ages,10,8.209137100905242e-05,-9.40767765045166,21,0.0,-1000000000.0,11,-8.209137100905242e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,882, time,12,5.6420519175773755e-05,-9.78267765045166,21,0.0,-1000000000.0,9,-5.6420519175773755e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,1042, year,14,4.677425325957208e-05,-9.97017765045166,11,5.1089038799527144e-12,-26.000036239624023,-3,-4.67742481506682e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,1134,ages,15,3.0199727691807745e-05,-10.40767765045166,21,0.0,-1000000000.0,6,-3.0199727691807745e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,2790, total,16,2.2094592769259238e-05,-10.72017765045166,21,0.0,-1000000000.0,5,-2.2094592769259238e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,2997, family,18,1.3401047928420785e-05,-11.22017765045166,21,0.0,-1000000000.0,3,-1.3401047928420785e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,44223, sibling,19,1.2589119479347954e-05,-11.28267765045166,21,0.0,-1000000000.0,2,-1.2589119479347954e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,53,AG,7194, birth,20,1.1826383288219052e-05,-11.34517765045166,17,8.877943739286628e-13,-27.750036239624023,-3,-1.1826382400424678e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_114_path_0,60,AG,32819, Billy,1,0.5084966500792155,-0.6762966513633728,7,0.00022827397874651575,-8.384963989257812,6,-0.508268376100469
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,188,AG,18,3,1,0.49996024433020475,-0.69322669506073,2,6.82560337633487e-08,-16.5,1,-0.499960176074171
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,188,AG,16,1,4,2.0031053485854334e-05,-10.81822681427002,4,9.237449661970594e-09,-18.5,0,-2.0021816036192365e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,18,3,1,0.4937693626570315,-0.7056867480278015,3,9.237449661970594e-09,-18.5,2,-0.49376935341958184
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,17,2,3,0.010247858016725057,-4.580686569213867,2,2.8453348089834e-08,-17.375,-1,-0.010247829563376968
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,19,4,4,0.0009531992789290842,-6.955686569213867,8,9.146313756209837e-10,-20.8125,4,-0.0009531983642977086
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,20,5,5,0.0004792986975446745,-7.643186569213867,3,9.237449661970594e-09,-18.5,-2,-0.00047928946009501253
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,21,6,6,0.00022640467349243615,-8.393186569213867,5,1.5079722038360346e-09,-20.3125,-1,-0.0002264031655202323
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,24,9,7,0.00013732137597539067,-8.893186569213867,6,1.1744099331974158e-09,-20.5625,-1,-0.00013732020156545746
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,23,8,8,0.00010046646485205371,-9.205686569213867,6,1.1744099331974158e-09,-20.5625,-2,-0.00010046529044212052
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,22,7,10,5.051771105472024e-05,-9.893186569213867,10,4.5990553786523166e-10,-21.5,0,-5.0517251149182374e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,48312,�,11,1.8584427312070877e-05,-10.893186569213867,15,7.05287985111216e-11,-23.375,4,-1.8584356783272367e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,937, ?,13,1.5407031386413867e-05,-11.080686569213867,21,0.0,-1000000000.0,8,-1.5407031386413867e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,284, =,15,7.747141903878299e-06,-11.768186569213867,11,2.0408184531908878e-10,-22.3125,-4,-7.74693782203298e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,17607," ?
",16,6.836828734055924e-06,-11.893186569213867,21,0.0,-1000000000.0,5,-6.836828734055924e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_1161_path_0,269,AG,33015,???,19,5.0019307542667975e-06,-12.205686569213867,21,0.0,-1000000000.0,2,-5.0019307542667975e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,22,7,2,0.31273281258091484,-1.162406086921692,1,0.8519528492100928,-0.1602240949869156,-1,0.539220036629178
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,21,6,3,0.01374052246622699,-4.287405967712402,3,1.2975214002899024e-08,-18.16022491455078,0,-0.013740509491012989
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,23,8,4,0.0030659249784123267,-5.787405967712402,5,3.7174610521180787e-09,-19.41022491455078,1,-0.0030659212609512746
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,24,9,4,0.0030659249784123267,-5.787405967712402,7,8.294776799046573e-10,-20.91022491455078,3,-0.0030659241489346466
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,19,4,6,0.0023877447740257,-6.037405967712402,9,1.1225759674834516e-10,-22.91022491455078,3,-0.0023877446617681032
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,16,1,7,0.0016410713836770361,-6.412405967712402,4,4.212435240543778e-09,-19.28522491455078,-3,-0.0016410671712417957
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,17,2,8,0.0007751872323094487,-7.162405967712402,6,1.206882902878701e-09,-20.53522491455078,-2,-0.0007751860254265458
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,20,5,9,0.0004149278253356379,-7.787405967712402,8,5.031036444094764e-10,-21.41022491455078,-1,-0.00041492732223199347
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,15,0,10,4.955606179629022e-05,-9.912405967712402,11,2.1670814196582517e-13,-29.16022491455078,1,-4.9556061579582075e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,43201,³,12,5.560036039977762e-06,-12.099905967712402,21,0.0,-1000000000.0,9,-5.560036039977762e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,26062,½,15,2.1773413977810796e-06,-13.037405967712402,21,0.0,-1000000000.0,6,-2.1773413977810796e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,48312,�,16,2.0454229512800984e-06,-13.099905967712402,21,0.0,-1000000000.0,5,-2.0454229512800984e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,32,SS,146587,Ș,18,1.8050794189801285e-06,-13.224905967712402,21,0.0,-1000000000.0,3,-1.8050794189801285e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,35,AG,46695,scores,1,0.18026328084893728,-1.7133368253707886,9,0.000788198171513979,-7.145761013031006,8,-0.1794750826774233
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,35,AG,18,3,6,0.051646288504258446,-2.963336944580078,3,0.020327898765455554,-3.895761013031006,-3,-0.031318389738802896
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_186_path_0,35,AG,16828,added,20,0.0054434787598471686,-5.213336944580078,21,0.0,-1000000000.0,1,-0.0054434787598471686
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,18,3,1,0.5212441324024335,-0.651536762714386,2,0.31691784541690493,-1.1491127014160156,1,-0.20432628698552857
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,1462,Time,3,0.04278632644123279,-3.151536703109741,6,0.01084433232955394,-4.524112701416016,3,-0.031941994111678855
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,16,1,6,0.0030994303528292036,-5.77653694152832,9,0.00012046965030856385,-9.024112701416016,3,-0.00297896070252064
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,17,2,9,0.0012920347967332537,-6.65153694152832,17,3.210407437149626e-06,-12.649112701416016,8,-0.001288824389296104
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,24,9,11,0.0004194622846722947,-7.77653694152832,21,0.0,-1000000000.0,10,-0.0004194622846722947
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,3889,Per,11,0.0004194622846722947,-7.77653694152832,21,0.0,-1000000000.0,10,-0.0004194622846722947
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,19,4,13,0.00037017416697435787,-7.90153694152832,21,0.0,-1000000000.0,8,-0.00037017416697435787
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,21,6,14,0.00028829193111243486,-8.15153694152832,12,1.1205422988838316e-05,-11.399112701416016,-2,-0.00027708650812359654
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,20,5,16,0.0002245219817035318,-8.40153694152832,17,3.210407437149626e-06,-12.649112701416016,1,-0.00022131157426638216
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,265,AG,23,8,20,9.963102543501566e-05,-9.21403694152832,21,0.0,-1000000000.0,1,-9.963102543501566e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,272,AG,16,1,1,0.6336062228147882,-0.4563276171684265,3,0.03621145982201031,-3.3183796405792236,2,-0.5973947629927778
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_198_path_0,272,AG,18,3,4,0.0029341794515883673,-5.831327438354492,11,3.0713928500783684e-06,-12.693379402160645,7,-0.002931108058738289
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,18,3,1,0.9999866487378297,-1.3351351299206726e-05,1,1.0,0.0,0,1.3351262170280265e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,17,2,2,3.288715971977968e-06,-12.62501335144043,3,5.675685232632723e-14,-30.5,1,-3.2887159152211156e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,19,4,2,3.288715971977968e-06,-12.62501335144043,4,7.21582401942292e-15,-32.5625,2,-3.288715964762144e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,16,1,4,2.260299228529089e-06,-13.00001335144043,2,1.5428112031918877e-13,-29.5,-2,-2.2602990742479685e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,20,5,5,1.5534794266275484e-06,-13.37501335144043,5,4.959358486191753e-15,-32.9375,0,-1.55347942166819e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,21,6,6,1.2098509939428517e-06,-13.62501335144043,6,8.095930175212601e-16,-34.75,0,-1.2098509931332587e-06
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,15,0,7,9.422329014824104e-07,-13.87501335144043,10,5.509349625500679e-17,-37.4375,3,-9.42232901427317e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,22,7,8,2.699542460342055e-07,-15.12501335144043,12,2.1574923126757813e-17,-38.375,4,-2.699542460126306e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,24,9,8,2.699542460342055e-07,-15.12501335144043,7,2.1789900462248934e-16,-36.0625,-1,-2.699542458163065e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,23,8,10,2.3823378596474615e-07,-15.25001335144043,11,3.1391327920480296e-17,-38.0,1,-2.3823378593335482e-07
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_255_path_0,86,DF,56252,�,13,5.846964697677826e-11,-23.56251335144043,17,1.9450383106968908e-18,-40.78125,4,-5.846964503173996e-11
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,97219,"**,",2,0.3381409658202187,-1.0842924118041992,1,0.6214916232780446,-0.47563284635543823,-1,0.28335065745782595
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,95518,**:,5,0.0009497683817270801,-6.959292411804199,11,4.242052035211126e-08,-16.97563362121582,6,-0.000949725961206728
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,320, (,6,0.000739680359425511,-7.209292411804199,13,2.003803496420685e-08,-17.72563362121582,7,-0.0007396603213905468
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,27283, minus,7,0.0005083743807654065,-7.584292411804199,21,0.0,-1000000000.0,14,-0.0005083743807654065
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,13,.,8,0.00034940026151206334,-7.959292411804199,17,3.945723032602184e-09,-19.35063362121582,9,-0.00034939631578903075
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,3650, except,9,0.0003282311698148768,-8.0217924118042,21,0.0,-1000000000.0,12,-0.0003282311698148768
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,5519, plus,10,0.00013682710837046902,-8.8967924118042,21,0.0,-1000000000.0,11,-0.00013682710837046902
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,43778, excluding,13,8.298983630651255e-05,-9.3967924118042,21,0.0,-1000000000.0,8,-8.298983630651255e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,2041, without,15,6.071666128556803e-05,-9.7092924118042,21,0.0,-1000000000.0,6,-6.071666128556803e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,429, that,16,5.7038024742083855e-05,-9.7717924118042,21,0.0,-1000000000.0,5,-5.7038024742083855e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,1283, after,17,5.033588016443252e-05,-9.8967924118042,21,0.0,-1000000000.0,4,-5.033588016443252e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,476, or,18,4.1729910345553795e-05,-10.0842924118042,21,0.0,-1000000000.0,3,-4.1729910345553795e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,2474, since,19,3.920162288864844e-05,-10.1467924118042,21,0.0,-1000000000.0,2,-3.920162288864844e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,26,SS,879, who,20,3.682651662508409e-05,-10.2092924118042,21,0.0,-1000000000.0,1,-3.682651662508409e-05
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,2474, since,2,0.25480052767130273,-1.367274284362793,5,3.6409016896212714e-06,-12.523279190063477,3,-0.2547968867696131
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,1576, because,3,0.19843885047741774,-1.617274284362793,6,5.58350357897514e-07,-14.398279190063477,3,-0.19843829212705985
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,438, as,4,0.050173198746668826,-2.992274284362793,10,4.2630575896817e-09,-19.273279190063477,6,-0.05017319448361124
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,2670, including,7,0.006790204063267287,-4.992274284362793,21,0.0,-1000000000.0,14,-0.006790204063267287
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,3070, **,7,0.006790204063267287,-4.992274284362793,4,8.734069110995531e-06,-11.648279190063477,-3,-0.006781469994156291
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,43778, excluding,9,0.004666834453486502,-5.367274284362793,21,0.0,-1000000000.0,12,-0.004666834453486502
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,537, not,13,0.0004918807325560693,-7.617274284362793,21,0.0,-1000000000.0,8,-0.0004918807325560693
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,15484, regardless,13,0.0004918807325560693,-7.617274284362793,21,0.0,-1000000000.0,8,-0.0004918807325560693
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,30903, ignoring,16,0.00023234800599723546,-8.367274284362793,21,0.0,-1000000000.0,5,-0.00023234800599723546
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,25538, assuming,17,0.00018095280901572644,-8.617274284362793,8,1.3131141815645464e-08,-18.148279190063477,-9,-0.00018093967787391078
Qwen3-0.6B,Qwen3-8B,gsm1k,GSM1K_326_path_0,27,SS,1496, even,19,0.00011683191449399155,-9.054774284362793,21,0.0,-1000000000.0,2,-0.00011683191449399155
